"1","20","Financial Conflicts of Interest Training","2011-09-14","Sanjay","Park","sanp"
"2","20","Financial Conflicts of Interest Training","2011-09-24","Sanjay","Park","sanp"
"3","20","Financial Conflicts of Interest Training","2011-09-30","Sanjay","Park","sanp"
"4","20","Financial Conflicts of Interest Training","2012-06-06","Ji","Ramirez","jiram74"
"5","20","Financial Conflicts of Interest Training","2012-06-06","Amina","Lee","amilee44"
"6","20","Financial Conflicts of Interest Training","2012-06-07","Kofi","Gupta","kofg"
"7","20","Financial Conflicts of Interest Training","2012-06-07","Anjali","Choi","anjcho59"
"8","20","Financial Conflicts of Interest Training","2012-06-07","Ravi","Ramirez","ravr"
"9","20","Financial Conflicts of Interest Training","2012-06-07","Anjali","Hernandez","anjher26"
"10","20","Financial Conflicts of Interest Training","2012-06-07","Jennifer","Brown","jenbro69"
"11","20","Financial Conflicts of Interest Training","2012-06-08","Amina","Gupta","amigup93"
"12","20","Financial Conflicts of Interest Training","2012-06-08","Linda","Reddy","linre"
"13","20","Financial Conflicts of Interest Training","2012-06-08","Kwame","Patel","kwapat"
"14","20","Financial Conflicts of Interest Training","2012-06-08","Fatou","Johnson","fatjoh56"
"15","20","Financial Conflicts of Interest Training","2012-06-08","Ji","Choi","jicho44"
"16","20","Financial Conflicts of Interest Training","2012-06-08","Ji","Gonzalez","jigon"
"17","20","Financial Conflicts of Interest Training","2012-06-08","Sanjay","Sharma","sansha"
"18","20","Financial Conflicts of Interest Training","2012-06-08","Jin","Jones","jinjon65"
"19","20","Financial Conflicts of Interest Training","2012-06-10","Amina","Torres","amito"
"20","20","Financial Conflicts of Interest Training","2012-06-10","Amit","Brown","amib"
"21","20","Financial Conflicts of Interest Training","2012-06-11","Miguel","Reddy","migred50"
"22","20","Financial Conflicts of Interest Training","2012-06-11","Ravi","Williams","ravwi"
"23","20","Financial Conflicts of Interest Training","2012-06-11","Mary","Torres","marto"
"24","20","Financial Conflicts of Interest Training","2012-06-12","Anjali","Iyer","anjiye50"
"25","20","Financial Conflicts of Interest Training","2012-06-12","Min","Sanchez","minsan46"
"26","20","Financial Conflicts of Interest Training","2012-06-12","James","Flores","jamf"
"27","20","Financial Conflicts of Interest Training","2012-06-13","Li","Flores","liflo96"
"28","20","Financial Conflicts of Interest Training","2012-06-14","Hyun","Rodriguez","hyurod17"
"29","20","Financial Conflicts of Interest Training","2012-06-17","Kwame","Gupta","kwagup23"
"30","20","Financial Conflicts of Interest Training","2012-06-17","Abena","Sharma","abesha"
"31","20","Financial Conflicts of Interest Training","2012-06-18","Patricia","Kim","patkim66"
"32","20","Financial Conflicts of Interest Training","2012-06-18","Amina","Kim","amikim93"
"33","20","Financial Conflicts of Interest Training","2012-06-19","Miguel","Reddy","migre"
"34","20","Financial Conflicts of Interest Training","2012-06-19","Michael","Sharma","mics"
"35","20","Financial Conflicts of Interest Training","2012-06-19","Amina","Sanchez","amisa"
"36","20","Financial Conflicts of Interest Training","2012-06-21","Sanjay","Gonzalez","sang"
"37","20","Financial Conflicts of Interest Training","2012-06-21","James","Lee","jamlee4"
"38","20","Financial Conflicts of Interest Training","2012-06-21","Ji","Ramirez","jiram18"
"39","20","Financial Conflicts of Interest Training","2012-06-22","Wang","Kim","wankim14"
"40","20","Financial Conflicts of Interest Training","2012-06-22","Jin","Sanchez","jinsan82"
"41","20","Financial Conflicts of Interest Training","2012-06-22","Patricia","Sanchez","patsan31"
"42","20","Financial Conflicts of Interest Training","2012-06-23","Amina","Sanchez","amisan2"
"43","20","Financial Conflicts of Interest Training","2012-06-25","Jin","Garcia","jingar22"
"44","20","Financial Conflicts of Interest Training","2012-06-25","Jennifer","Jones","jenjo"
"45","20","Financial Conflicts of Interest Training","2012-06-25","Fatou","Sharma","fatsh"
"46","20","Financial Conflicts of Interest Training","2012-06-25","Jennifer","Jones","jenjo"
"47","20","Financial Conflicts of Interest Training","2012-06-25","Fatou","Sharma","fatsh"
"48","20","Financial Conflicts of Interest Training","2012-06-25","Hyun","Brown","hyubro71"
"49","20","Financial Conflicts of Interest Training","2012-06-25","Hyun","Brown","hyubro71"
"50","20","Financial Conflicts of Interest Training","2012-06-26","David","Iyer","daviy"
"51","20","Financial Conflicts of Interest Training","2012-06-26","Hyun","Smith","hyusmi18"
"52","20","Financial Conflicts of Interest Training","2012-06-26","Kofi","Flores","kofflo"
"53","20","Financial Conflicts of Interest Training","2012-06-27","Soo","Martinez","soom"
"54","20","Financial Conflicts of Interest Training","2011-09-21","Sanjay","Park","sanp"
"55","20","Financial Conflicts of Interest Training","2011-09-28","Sanjay","Park","sanp"
"56","20","Financial Conflicts of Interest Training","2011-10-01","Sanjay","Park","sanp"
"57","20","Financial Conflicts of Interest Training","2011-10-07","Sanjay","Park","sanp"
"58","20","Financial Conflicts of Interest Training","2012-02-26","Sanjay","Park","sanp"
"59","20","Financial Conflicts of Interest Training","2012-06-06","Carlos","Brown","carbro80"
"60","20","Financial Conflicts of Interest Training","2012-06-06","Linda","Sanchez","linsan6"
"61","20","Financial Conflicts of Interest Training","2012-06-07","Sanjay","Park","sanp"
"62","20","Financial Conflicts of Interest Training","2012-06-07","Zhang","Sanchez","zhas"
"63","20","Financial Conflicts of Interest Training","2012-06-07","Jose","Lopez","josl"
"64","20","Financial Conflicts of Interest Training","2012-06-07","Carlos","Smith","carsm"
"65","20","Financial Conflicts of Interest Training","2012-06-07","Linda","Iyer","liniye7"
"66","20","Financial Conflicts of Interest Training","2012-06-07","Min","Flores","minf"
"67","20","Financial Conflicts of Interest Training","2012-06-07","Ravi","Jones","ravjon5"
"68","20","Financial Conflicts of Interest Training","2012-06-07","Jin","Lopez","jinlop24"
"69","20","Financial Conflicts of Interest Training","2012-06-07","Hyun","Reddy","hyured55"
"70","20","Financial Conflicts of Interest Training","2012-06-08","Michael","Gonzalez","micgon6"
"71","20","Financial Conflicts of Interest Training","2012-06-08","Kofi","Johnson","kofjoh39"
"72","20","Financial Conflicts of Interest Training","2012-06-08","Amina","Jones","amij"
"73","20","Financial Conflicts of Interest Training","2012-06-08","Chen","Jung","chejun57"
"74","20","Financial Conflicts of Interest Training","2012-06-11","Chen","Sanchez","chesan13"
"75","20","Financial Conflicts of Interest Training","2012-06-11","John","Rodriguez","johrod28"
"76","20","Financial Conflicts of Interest Training","2012-06-11","Zhang","Hernandez","zhaher"
"77","20","Financial Conflicts of Interest Training","2012-06-11","Priya","Torres","prit"
"78","20","Financial Conflicts of Interest Training","2012-06-11","Soo","Reddy","soore"
"79","20","Financial Conflicts of Interest Training","2012-06-11","Wei","Iyer","weiiye74"
"80","20","Financial Conflicts of Interest Training","2012-06-11","Zhang","Jung","zhaju"
"81","20","Financial Conflicts of Interest Training","2012-06-12","Sanjay","Reddy","sanred"
"82","20","Financial Conflicts of Interest Training","2012-06-14","Jin","Lopez","jinlop25"
"83","20","Financial Conflicts of Interest Training","2012-06-15","Min","Rodriguez","minrod32"
"84","20","Financial Conflicts of Interest Training","2012-06-15","John","Kim","johkim"
"85","20","Financial Conflicts of Interest Training","2012-06-15","Chen","Garcia","chegar"
"86","20","Financial Conflicts of Interest Training","2012-06-16","Ravi","Choi","ravcho44"
"87","20","Financial Conflicts of Interest Training","2012-06-16","Li","Johnson","lijo"
"88","20","Financial Conflicts of Interest Training","2012-06-17","Robert","Patel","robpat63"
"89","20","Financial Conflicts of Interest Training","2012-06-17","Wei","Flores","weiflo"
"90","20","Financial Conflicts of Interest Training","2012-06-18","Sanjay","Park","sanp"
"91","20","Financial Conflicts of Interest Training","2012-06-19","Kwame","Lee","kwal"
"92","20","Financial Conflicts of Interest Training","2012-06-20","Wang","Patel","wanpat9"
"93","20","Financial Conflicts of Interest Training","2012-06-20","Li","Garcia","ligar"
"94","20","Financial Conflicts of Interest Training","2012-06-21","Chen","Reddy","chered13"
"95","20","Financial Conflicts of Interest Training","2012-06-21","Michael","Torres","mictor24"
"96","20","Financial Conflicts of Interest Training","2012-06-21","Amit","Jung","amijun69"
"97","20","Financial Conflicts of Interest Training","2012-06-22","Jennifer","Jones","jenjon85"
